ds,yhat,yhat_lower,yhat_upper,is_forecast
2026-01-12,5240863491.775603,5156950800.123133,5332967549.276015,False
2026-01-13,5234047727.375398,5149396504.20761,5320099753.068619,False
2026-01-14,5235253738.575834,5144519264.555076,5318420488.7556715,False
2026-01-15,5231594399.40873,5141070742.067779,5312532937.964971,False
2026-01-16,5221973345.516721,5137967166.243664,5303525271.065238,False
2026-01-19,5211142744.055445,5124786212.352828,5296929369.447954,False
2026-01-20,5206332392.768773,5122047610.939092,5289000405.503112,False
2026-01-21,5209568108.9295,5122421479.375284,5293615688.032309,False
2026-01-22,5207912441.064867,5123855057.294723,5292579697.75111,False
2026-01-23,5200215111.955517,5110392174.462932,5279009843.080823,False
2026-01-27,5190332315.692105,5097770631.615295,5273271768.718201,False
2026-01-28,5194243311.291435,5113323494.874868,5278107301.477236,False
2026-01-29,5192855003.033545,5109860399.696898,5274760190.888294,False
2026-01-30,5184974989.19758,5103293141.456278,5278613571.3052635,False
2026-02-02,5175314916.321727,5086162533.598869,5262031558.224783,False
2026-02-03,5169299154.216564,5087173917.05518,5253063877.758389,False
2026-02-04,5170440287.913397,5091718132.646341,5256142409.285196,False
2026-02-05,5165768796.047672,5079689226.82667,5245606949.365113,False
2026-02-06,5154119746.968525,5070025891.434066,5237739631.269017,False
2026-02-09,5130677130.3793745,5045351149.756738,5217382899.456989,False
2026-02-10,5119438890.092598,5038796321.396517,5200963727.894009,False
2026-02-11,5115163388.994084,5030967503.221504,5202252172.308254,False
2026-02-12,5104963231.061186,5018518720.21331,5190650201.790971,False
2026-02-13,5087760117.976989,5004926671.785922,5170361075.904265,False
2026-02-16,5048398290.24638,4968685832.833389,5131760355.576834,False
2026-02-17,5032395919.4157295,4943994490.512665,5118546081.34702,False
2026-02-18,5023766006.562921,4942321582.004355,5112368175.029624,False
2026-02-19,5009695140.305985,4917893321.781185,5091611852.937164,False
2026-02-20,4989170493.133138,4902941600.806017,5075078502.46907,False
2026-02-23,4943636512.511026,4856279117.313268,5029602802.84277,False
2026-02-24,4926946677.604956,4847911385.68702,5014299633.012465,False
2026-02-25,4918334636.714645,4828631100.775472,4997612959.157463,False
2026-02-26,4904979054.332389,4818879511.363268,4992249705.229701,False
2026-02-27,4885845907.411104,4798312334.549308,4972663926.2746935,False
2026-03-02,4848146060.248499,4754551398.02177,4932461935.132575,False
2026-03-04,4830532106.489445,4746791123.214948,4910690933.120419,False
2026-03-05,4821540652.422027,4735741639.869212,4907595279.164428,False
2026-03-06,4807007773.722136,4722740432.057728,4888303325.986673,False
2026-03-09,4783665107.029505,4700270320.437142,4873231843.276245,False
2026-03-10,4775310817.805106,4696403193.341133,4856198930.456944,False
2026-03-11,4775257825.728932,4693194454.916805,4857941723.6930895,False
2026-03-12,4770537146.297653,4682793487.877735,4852686138.152087,False
2026-03-13,4759971685.678366,4671652686.765661,4843822661.942859,False
2026-03-16,4746275106.689964,4659897537.898343,4819864100.117782,False
2026-03-17,4740295588.379469,4652635611.808621,4829986912.044573,False
2026-03-18,4742182463.531606,4653938630.946866,4832098206.084037,False
2026-03-19,4738975677.636875,4656481121.455384,4826112254.310281,False
2026-03-20,4729518235.565455,4638699717.283801,4816323583.242173,False
2026-03-23,4717059938.870747,4631979168.882425,4805671779.509195,False
2026-03-24,4710955388.155016,4625831554.188256,4796179170.294289,False
2026-03-25,4712542415.1626425,4621228376.230308,4798972313.944075,False
2026-03-27,4699004217.501215,4615359150.711874,4785019945.497259,False
2026-03-30,4685486875.452296,4606254897.731603,4767956442.081568,False
2026-04-01,4681089459.71497,4599070300.165108,4765531129.195795,False
2026-04-02,4677913054.921207,4594051093.401078,4760361211.2657,False
2026-04-06,4659365338.060596,4577818862.368125,4742212336.994926,False
2026-04-07,4655232892.700603,4575240846.53776,4741311348.455645,False
2026-04-08,4659320609.507638,4571802212.234139,4750409842.499884,False
2026-04-09,4658740848.913293,4568273494.580918,4747415559.4433365,False
2026-04-10,4652393932.198482,4567271052.658453,4742565905.056209,False
2026-04-13,4652488958.501444,4566121517.024622,4734076326.723775,False
2026-04-15,4659036603.75622,4580981470.640734,4742433130.01223,False
2026-04-16,4661671045.800856,4573799817.239541,4748761604.091297,False
2026-04-17,4658410196.373745,4569568741.079484,4747110888.14982,False
2026-04-20,4666496468.666834,4579449159.66524,4755164275.116875,False
2026-04-21,4667768566.148692,4576970001.848485,4753431999.891829,False
2026-04-22,4676906222.053444,4593526970.745432,4762098007.459155,False
2026-04-23,4680942986.561089,4596718850.065367,4769802948.277685,False
2026-04-24,4678709482.782007,4592216146.624729,4769451779.030167,False
2026-04-27,4687594029.519361,4608184872.0325775,4772227029.198798,False
2026-04-28,4688396597.170822,4610767894.714835,4774873899.312846,False
2026-04-29,4696726522.731765,4610048709.499324,4786349108.997266,False
2026-04-30,4699643747.69338,4612432652.368956,4788050381.297511,False
2026-05-01,4696009832.199619,4617589821.849468,4784075519.110295,False
2026-05-04,4699364594.474634,4623007237.5459795,4782776898.775049,False
2026-05-05,4698008481.376556,4617512791.587254,4784406593.569071,False
2026-05-06,4704086436.445222,4616817504.55024,4793409798.081177,False
2026-05-07,4704695480.130911,4622213100.616065,4790880905.496286,True
2026-05-08,4698732032.894154,4617031943.691622,4791598516.570625,True
2026-05-09,4676827155.85911,4591731099.163949,4764295691.857356,True
2026-05-10,4691648994.642492,4610029431.159705,4777164034.5147505,True
2026-05-11,4695272087.028207,4610897516.523109,4780904334.499726,True
2026-05-12,4691784395.175436,4604682673.676032,4773349756.115819,True
2026-05-13,4695831633.998475,4606262313.773422,4775735538.456084,True
2026-05-14,4694523193.425397,4611301419.347518,4785924120.432201,True
2026-05-15,4686763997.632443,4601203320.161728,4775126111.013673,True
2026-05-16,4663190090.886773,4578308982.312277,4755991451.52715,True
2026-05-17,4676471537.609344,4583665559.605593,4758266832.794862,True
2026-05-18,4678682275.660146,4590614603.255005,4770832535.26651,True
2026-05-19,4673907759.172208,4590747070.440817,4764322046.412515,True
2026-05-20,4676789936.367536,4593611576.393787,4761644895.264641,True
2026-05-21,4674433832.914495,4586333189.689339,4763050247.732384,True
2026-05-22,4665740056.755336,4580209411.841606,4747493749.267878,True
2026-05-23,4641340987.768715,4551969380.084982,4726369654.060567,True
2026-05-24,4653904215.394057,4561801489.60017,4743335719.519016,True
2026-05-25,4655502841.33938,4562433619.513807,4744410518.995679,True
2026-05-26,4650223465.152768,4559091189.797086,4732512758.684281,True
2026-05-27,4652711383.505827,4563796324.824733,4735262231.609805,True
2026-05-28,4650077263.608963,4561554554.589115,4737501773.929256,True
2026-05-29,4641229601.341672,4553235666.915699,4734514608.478018,True
2026-05-30,4616810727.101595,4532687674.704024,4709091145.362139,True
2026-05-31,4629499927.142112,4535964002.375714,4718121066.708927,True
2026-06-01,4631383307.037587,4534604481.427315,4715049954.061116,True
2026-06-02,4626561229.149104,4524728463.9029665,4716109742.649932,True
2026-06-03,4629692873.163498,4534515937.622013,4717540502.285853,True
2026-06-04,4627902201.90204,4534013610.427973,4725091182.227202,True
2026-06-05,4620109667.6163435,4525377153.920686,4719796129.002759,True
